#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da01529	pfam21_Q4ING2_Q4ING2_GIBZE	up_Q6BDD1_Q6BDD1_9SPHN	pfam21_Q4ING2_Q4ING2_GIBZE
da01548	up_Q1QZ55_Q1QZ55_CHRSD	up_Q5N550_Q5N550_SYNP6	up_Q5V4M4_Q5V4M4_HALMA
da01549	up_Q1YR66_Q1YR66_9GAMM	up_Q1YR66_Q1YR66_9GAMM	up_Q5V6A2_Q5V6A2_HALMA
da01553	pfam21_Q2ZTD6_Q2ZTD6_SHEPU	pfam21_Q2ZTD6_Q2ZTD6_SHEPU	pfam21_Q5TY51_Q5TY51_ANOGA
da01581	up_Q5P7V0_Q5P7V0_AZOSE	up_Q47GK0_Q47GK0_DECAR	up_Q21Y54_Q21Y54_RHOFD
da01616	up_Q63L36_Q63L36_BURPS	up_Q2SW13_Q2SW13_BURTA	up_Q2SW12_Q2SW12_BURTA
da01750	up_Q5CJ84_Q5CJ84_CRYHO	up_Q5CPX0_Q5CPX0_CRYPV	up_Q5CJ84_Q5CJ84_CRYHO
da01764	up_Q1L5Y5_Q1L5Y5_9VIRI	up_Q1L5Y5_Q1L5Y5_9VIRI	up_Q5D869_Q5D869_ARATH
da01766	up_Q3LWD4_Q3LWD4_BIGNA	up_Q3LWD4_Q3LWD4_BIGNA	up_Q5JJW0_Q5JJW0_ORYSJ
da01768	pfam21_Q7G2A7_Q7G2A7_ORYSA	up_Q4Q3A0_Q4Q3A0_LEIMA	pfam21_Q7G2A7_Q7G2A7_ORYSA
da01775	up_Q5IW60_Q5IW60_STRVR	up_Q5IW60_Q5IW60_STRVR	up_Q5IW60_Q5IW60_STRVR
da01779	pfam21_Q3VJ67_Q3VJ67_9CHLB	up_Q46EV5_Q46EV5_METBF	pfam21_Q3VNW7_Q3VNW7_9CHLB
da01790	pfam21_Q4IEI3_Q4IEI3_GIBZE	pfam21_Q4IEI3_Q4IEI3_GIBZE	pfam21_Q4I0X8_Q4I0X8_GIBZE
da01940	pfam21_Q4CD59_Q4CD59_CLOTM	pfam21_Q4CD59_Q4CD59_CLOTM	up_Q3ITI1_Q3ITI1_NATPD
da01967	pfam21_Q2E3P2_Q2E3P2_BACCE	pfam21_Q2E3P2_Q2E3P2_BACCE	up_Q1NBY4_Q1NBY4_9SPHN
da01969	pfam21_Q2ZDU4_Q2ZDU4_CALSA	pfam21_Q2ZDU4_Q2ZDU4_CALSA	pfam21_Q3NBW3_Q3NBW3_9PROT
da02105	pfam21_Q3W1C5_Q3W1C5_9ACTO	pfam21_Q3VXL6_Q3VXL6_9ACTO	pfam21_Q3W1C5_Q3W1C5_9ACTO
da02114	pfam21_Q3WTJ3_Q3WTJ3_9RHIZ	up_Q2SW18_Q2SW18_BURTA	pfam21_Q3WTJ3_Q3WTJ3_9RHIZ
da02121	pfam21_Q3XUR7_Q3XUR7_9PROT	up_Q1Q5Q0_Q1Q5Q0_9BACT	pfam21_Q3XUR7_Q3XUR7_9PROT
da02144	pfam21_Q3QCB7_Q3QCB7_9GAMM	pfam21_Q1X2P0_Q1X2P0_9FIRM	pfam21_Q3QCB7_Q3QCB7_9GAMM
da02179	up_Q3B624_Q3B624_PELLD	up_Q3B624_Q3B624_PELLD	up_Q2S6E0_Q2S6E0_SALRD
da02181	pfam21_Q3C7C3_Q3C7C3_9CLOT	pfam21_Q3C7C3_Q3C7C3_9CLOT	pfam21_Q2AG58_Q2AG58_9FIRM
da02186	up_Q1YQ41_Q1YQ41_9GAMM	up_Q1YQ41_Q1YQ41_9GAMM	up_Q21RK5_Q21RK5_RHOFD
da02238	up_Q2SW11_Q2SW11_BURTA	up_Q2SW11_Q2SW11_BURTA	pfam21_Q3P3N8_Q3P3N8_9GAMM
da02273	up_Q2SW15_Q2SW15_BURTA	up_Q2SW15_Q2SW15_BURTA	up_Q2SGN4_Q2SGN4_HAHCH
da02346	pfam21_Q23Z89_Q23Z89_TETTH	pfam21_Q23Z89_Q23Z89_TETTH	up_Q22UE0_Q22UE0_TETTH
da02426	pfam21_Q2DA32_Q2DA32_ACICY	pfam21_Q1VK14_Q1VK14_9FLAO	pfam21_Q2DA32_Q2DA32_ACICY
